"","Cluster","cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"824","IM","IM","GO:0043900","regulation of multi-organism process","36/743","405/18670",6.1961154718274e-06,0.000137301532225273,0.00010949260409927,"348/10410/5819/7105/10155/3066/5518/7076/708/5034/5435/5702/5479/10581/1655/5432/51495/5434/4282/7001/3609/5438/6597/5437/10465/302/81603/3838/10549/9218/684/1642/64710/1660/5431/9126",36
"825","IM","IM","GO:1903829","positive regulation of cellular protein localization","31/743","324/18670",6.28078805772923e-06,0.000138564698648053,0.000110499929937513,"3326/975/5621/22948/10575/10574/6809/10155/5901/10694/908/7203/10055/26354/7531/11315/10576/5962/9141/6950/2037/3688/81603/8766/10971/3843/10134/7430/1736/5764/142",31
"826","IM","IM","GO:0009199","ribonucleoside triphosphate metabolic process","32/743","341/18670",6.69079600896869e-06,0.000146962747425067,0.000117197045512591,"2023/54541/3939/4830/5901/3692/5223/506/4718/11315/7167/351/55967/5214/4706/11164/7415/521/400916/9688/498/4731/5230/891/3615/4709/509/3312/84300/515/7384/142",32
"827","IM","IM","GO:0046782","regulation of viral transcription","12/743","64/18670",7.07344942411076e-06,0.000154689234567453,0.000123358616938985,"10410/5435/5702/5432/5434/5438/6597/5437/81603/64710/1660/5431",12
"828","IM","IM","GO:0009144","purine nucleoside triphosphate metabolic process","32/743","342/18670",7.10855268506643e-06,0.00015478100802962,0.000123431802687149,"2023/54541/3939/4830/5901/3692/5223/506/4718/11315/7167/351/55967/5214/4706/11164/7415/521/400916/9688/498/4731/5230/891/3615/4709/509/3312/84300/515/7384/142",32
"829","IM","IM","GO:0031124","mRNA 3'-end processing","15/743","98/18670",7.29766888969962e-06,0.000158154317596715,0.000126121885186215,"9939/9775/351/4116/10189/891/51692/9295/6626/170506/55110/11338/6432/2926/10921",15
"830","IM","IM","GO:0006353","DNA-templated transcription, termination","13/743","75/18670",7.32663771614173e-06,0.000158154317596715,0.000126121885186215,"6636/79101/5435/6635/6634/10419/5434/6637/5437/6628/51692/22803/1660",13
"831","IM","IM","GO:0071478","cellular response to radiation","22/743","191/18670",7.84042008696214e-06,0.000168518557062259,0.000134386960966498,"388/6422/4869/10856/801/2547/4609/1936/26155/10988/23028/7520/1965/79073/170506/1642/3309/64710/9212/5764/142/5111",22
"832","IM","IM","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","6/743","14/18670",8.88884829927871e-06,0.000190236548217042,0.000151706209840141,"23246/11224/23481/84154/23560/8886",6
"833","IM","IM","GO:0009124","nucleoside monophosphate biosynthetic process","23/743","208/18670",9.70016181579777e-06,0.000206716639887299,0.000164848438652348,"2023/54541/3939/3692/10606/5223/506/158/471/7167/351/5214/2618/7415/521/9688/498/5230/3615/8833/509/515/142",23
"834","IM","IM","GO:0034250","positive regulation of cellular amide metabolic process","19/743","153/18670",1.09812516303814e-05,0.000233025882054873,0.000185829030712164,"79727/4869/7431/1984/3692/3184/9775/708/7555/8872/351/143244/54931/8087/170506/10657/84300/1660/8531",19
"835","IM","IM","GO:0008543","fibroblast growth factor receptor signaling pathway","16/743","114/18670",1.14171675559364e-05,0.000241253903460462,0.000192390556105808,"10252/2261/2260/143282/4670/131405/5435/5432/5725/5434/3178/5438/5437/1499/5431/3187",16
"836","IM","IM","GO:0060249","anatomical structure homeostasis","37/743","437/18670",1.38292015745742e-05,0.000290994291955746,0.000232056571313288,"7301/3326/10590/5052/22948/10575/5881/10574/10694/3181/3320/908/2624/7203/3184/2547/26354/4609/490/3183/10576/6950/11171/3178/10728/7520/3192/6647/7013/170506/1499/9212/54433/1736/142/29123/5111",37
"837","IM","IM","GO:0046034","ATP metabolic process","29/743","305/18670",1.3986350855199e-05,0.000293069644698061,0.000233711583988659,"2023/54541/3939/3692/5223/506/4718/11315/7167/351/55967/5214/4706/11164/7415/521/400916/9688/498/4731/5230/891/4709/509/3312/84300/515/7384/142",29
"838","IM","IM","GO:0044344","cellular response to fibroblast growth factor stimulus","18/743","143/18670",1.54239364133907e-05,0.000321846139826086,0.000256659713826335,"6422/10252/2261/2260/143282/4670/131405/5435/5432/5725/5434/3178/5438/5437/1277/1499/5431/3187",18
"839","IM","IM","GO:0043628","ncRNA 3'-end processing","10/743","48/18670",1.55507664278037e-05,0.000323146216889796,0.000257696474457686,"6741/2091/23016/11340/54931/56915/6227/3028/79033/1736",10
"840","IM","IM","GO:1902850","microtubule cytoskeleton organization involved in mitosis","17/743","131/18670",1.76587474811226e-05,0.000365433914815959,0.00029141926030178,"10252/5901/10769/3925/7415/3192/891/3837/8766/10121/4605/57405/4085/9212/991/1778/9126",17
"841","IM","IM","GO:0050685","positive regulation of mRNA processing","8/743","31/18670",2.11701818999336e-05,0.000436297411336903,0.000347930128344587,"27339/891/6625/170506/26528/6434/29896/27316",8
"842","IM","IM","GO:0042026","protein refolding","9/743","40/18670",2.15022869423207e-05,0.00044132562707845,0.000351939933818657,"3329/3320/5479/3313/10465/6625/2280/3312/3309",9
"843","IM","IM","GO:0044794","positive regulation by host of viral process","6/743","16/18670",2.21354241337709e-05,0.000452466139028265,0.000360824056556507,"348/5479/302/9218/64710/9126",6
"844","IM","IM","GO:0009141","nucleoside triphosphate metabolic process","32/743","362/18670",2.24663957569596e-05,0.000457364674596966,0.000364730447162622,"2023/54541/3939/4830/5901/3692/5223/506/4718/11315/7167/351/55967/5214/4706/11164/7415/521/400916/9688/498/4731/5230/891/3615/4709/509/3312/84300/515/7384/142",32
"845","IM","IM","GO:0030521","androgen receptor signaling pathway","11/743","61/18670",2.49988040645741e-05,0.00050685834313922,0.000404199712853161,"6422/8928/5901/5245/2288/11315/1655/3301/6597/1499/8896",11
"846","IM","IM","GO:0042176","regulation of protein catabolic process","33/743","381/18670",2.53915382893017e-05,0.000512745257067835,0.000408894296560318,"641700/3326/348/975/10459/7314/5245/10769/55353/3320/4953/5270/7076/11315/5704/5962/5709/6449/7415/10213/302/6625/5700/7917/4085/1642/84300/10134/1457/6599/5708/7430/5707",33
"847","IM","IM","GO:0050434","positive regulation of viral transcription","9/743","41/18670",2.65852971021855e-05,0.000534695453364437,0.000426398719956422,"5435/5432/5434/5438/6597/5437/64710/1660/5431",9
"848","IM","IM","GO:1903900","regulation of viral life cycle","18/743","149/18670",2.71132895440439e-05,0.000541912037984458,0.000432153664056044,"10410/5819/10155/5034/5479/10581/1655/51495/3609/10465/302/81603/3838/9218/684/1642/64710/9126",18
"849","IM","IM","GO:0051170","import into nucleus","19/743","163/18670",2.71605274628792e-05,0.000541912037984458,0.000432153664056044,"6636/868/10155/5901/6635/6634/6632/1434/11142/3178/6633/6637/9688/3842/6628/3838/3837/3843/9221",19
"850","IM","IM","GO:0031647","regulation of protein stability","27/743","284/18670",2.74917016890828e-05,0.00054634302404336,0.000435687202207102,"5217/3326/975/92162/3329/5621/22948/3397/10575/483/10574/11140/10694/5245/3320/908/7203/11315/10576/5479/6950/10728/10910/80155/23560/7917/3312",27
"851","IM","IM","GO:0006283","transcription-coupled nucleotide-excision repair","12/743","73/18670",2.85364293339745e-05,0.00056263952009663,0.000448683020692495,"7314/5435/27339/5432/5434/10920/7316/5438/5437/1642/5431/5111",12
"852","IM","IM","GO:0045685","regulation of glial cell differentiation","12/743","73/18670",2.85364293339745e-05,0.00056263952009663,0.000448683020692495,"4192/79727/3398/274/26022/3066/5270/27339/10419/3280/1499/5764",12
"853","IM","IM","GO:0071774","response to fibroblast growth factor","18/743","150/18670",2.96889359566258e-05,0.000583067416748165,0.000464973469636484,"6422/10252/2261/2260/143282/4670/131405/5435/5432/5725/5434/3178/5438/5437/1277/1499/5431/3187",18
"854","IM","IM","GO:0009165","nucleotide biosynthetic process","33/743","386/18670",3.29637898924215e-05,0.000644854139770496,0.000514245965673714,"2023/54541/9061/3939/4830/3692/10606/5223/6319/506/2079/158/471/7167/11332/351/5162/5214/2618/7415/521/9688/498/5230/3615/8833/51144/5160/4522/509/9524/515/142",33
"855","IM","IM","GO:1901796","regulation of signal transduction by p53 class mediator","20/743","180/18670",3.39017090964724e-05,0.000660621630953827,0.000526819923456958,"5564/7314/3066/23246/3190/26155/1655/23028/10419/4282/6749/55003/84154/6879/83596/1460/9521/1457/9212/11198",20
"856","IM","IM","GO:0042255","ribosome assembly","11/743","63/18670",3.4250941386596e-05,0.000664839978542918,0.000530183890741515,"4869/23246/3692/708/6169/55299/51154/51116/84154/29093/51081",11
"857","IM","IM","GO:0051028","mRNA transport","18/743","152/18670",3.55021995975591e-05,0.000686467241639289,0.000547430787535619,"9939/1984/3181/220988/9775/143244/4116/10189/3178/9688/3087/51692/9295/55110/11338/6432/1660/10921",18
"858","IM","IM","GO:0009113","purine nucleobase biosynthetic process","5/743","11/18670",3.72514633910278e-05,0.000714771374184931,0.000570002226681022,"10606/25902/2618/8833/4522",5
"859","IM","IM","GO:2000767","positive regulation of cytoplasmic translation","5/743","11/18670",3.72514633910278e-05,0.000714771374184931,0.000570002226681022,"79727/7555/170506/1660/8531",5
"860","IM","IM","GO:0008334","histone mRNA metabolic process","7/743","25/18670",3.94212843568887e-05,0.000753518290302667,0.000600901377460971,"6741/6636/6635/6634/6637/6628/51692",7
"861","IM","IM","GO:0045687","positive regulation of glial cell differentiation","9/743","43/18670",3.98502686743485e-05,0.000758821846087975,0.000605130755855426,"4192/3398/274/3066/5270/27339/10419/3280/5764",9
"862","IM","IM","GO:1901293","nucleoside phosphate biosynthetic process","33/743","390/18670",4.04421090214511e-05,0.000767174552952375,0.000611791713027852,"2023/54541/9061/3939/4830/3692/10606/5223/6319/506/2079/158/471/7167/11332/351/5162/5214/2618/7415/521/9688/498/5230/3615/8833/51144/5160/4522/509/9524/515/142",33
"863","IM","IM","GO:0051100","negative regulation of binding","19/743","169/18670",4.49693627912281e-05,0.000849836108899889,0.000677711072214179,"5792/3398/4188/10763/3397/10459/10856/3066/9421/3399/9775/11315/3925/23028/1965/7009/23560/3309/9212",19
"864","IM","IM","GO:0048568","embryonic organ development","35/743","428/18670",4.81790761220892e-05,0.000907070726388807,0.000723353442054635,"3791/8928/286204/347733/3398/2260/8463/4188/10763/2201/91461/64220/10155/9421/2624/3212/3215/3399/9645/9775/6169/25902/55636/3280/3880/6647/55112/11078/3216/27173/4522/6434/1028/1499/3856",35
"865","IM","IM","GO:0051851","modification by host of symbiont morphology or physiology","12/743","77/18670",4.93221943602639e-05,0.000925114417064426,0.000737742579944181,"348/801/805/5702/5479/10910/6597/302/808/9218/64710/9126",12
"866","IM","IM","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","19/743","171/18670",5.28801617228315e-05,0.000988148693686344,0.000788009951203546,"2023/54541/3939/4830/3692/5223/506/7167/351/5214/7415/521/9688/498/5230/3615/509/515/142",19
"867","IM","IM","GO:0009145","purine nucleoside triphosphate biosynthetic process","19/743","172/18670",5.7280731141888e-05,0.0010664011210356,0.000850413202709149,"2023/54541/3939/4830/3692/5223/506/7167/351/5214/7415/521/9688/498/5230/3615/509/515/142",19
"868","IM","IM","GO:0006367","transcription initiation from RNA polymerase II promoter","20/743","188/18670",6.30521969244529e-05,0.00116950148962096,0.000932631715911791,"595/8463/7004/10155/2063/6925/5704/5435/5702/5432/5434/5706/5438/5437/891/29959/6879/170506/3146/5431",20
"869","IM","IM","GO:0006119","oxidative phosphorylation","17/743","145/18670",6.59283350895574e-05,0.00121833617021588,0.000971575464477688,"506/4718/11315/55967/4706/7415/521/400916/498/4731/5230/891/4709/509/84300/515/7384",17
"870","IM","IM","GO:0051131","chaperone-mediated protein complex assembly","6/743","19/18670",6.76923050362846e-05,0.00124633479272689,0.000993903271314489,"3326/3329/3320/10576/10728/3308",6
"871","IM","IM","GO:0018208","peptidyl-proline modification","10/743","57/18670",7.43206215845062e-05,0.00136336143917658,0.00108722744666133,"60681/2288/5034/5479/2287/10465/28989/2280/23770/51303",10
"872","IM","IM","GO:0007052","mitotic spindle organization","14/743","106/18670",7.87090616948001e-05,0.00143859482104948,0.00114722312743016,"5901/10769/3925/7415/3192/891/3837/8766/4605/57405/9212/991/1778/9126",14
"873","IM","IM","GO:0000956","nuclear-transcribed mRNA catabolic process","21/743","207/18670",8.33470641278123e-05,0.00151782580782576,0.0012104067418217,"9939/6741/6173/5518/9775/23016/6169/11340/11224/1655/51690/51154/25873/56915/4116/6227/6139/115024/170506/55110/10921",21
"874","IM","IM","GO:0009201","ribonucleoside triphosphate biosynthetic process","19/743","177/18670",8.45314483130241e-05,0.00152827975867013,0.0012187433589193,"2023/54541/3939/4830/3692/5223/506/7167/351/5214/7415/521/9688/498/5230/3615/509/515/142",19
"875","IM","IM","GO:0019083","viral transcription","19/743","177/18670",8.45314483130241e-05,0.00152827975867013,0.0012187433589193,"10410/6173/6169/5435/5702/11224/5432/25873/5434/6227/6139/9688/5438/6597/5437/81603/64710/1660/5431",19
"876","IM","IM","GO:0048705","skeletal system morphogenesis","23/743","239/18670",8.80670547839556e-05,0.0015864741379786,0.00126515110128863,"6422/309/4313/2261/2260/4188/871/2201/158326/1292/3212/3215/93/9775/25902/302/55112/3216/27173/4522/1277/1499/29123",23
"877","IM","IM","GO:0034644","cellular response to UV","12/743","82/18670",9.27388023524179e-05,0.00166464488236885,0.00132748921382786,"4869/10856/4609/26155/23028/1965/170506/1642/9212/5764/142/5111",12
"878","IM","IM","GO:0051701","interaction with host","21/743","209/18670",9.56689851629318e-05,0.00171110813462844,0.00136454184100813,"7301/558/975/10410/5819/10155/1508/5034/10581/6510/6950/10189/2993/3688/81603/3838/3837/9218/1499/1642/9126",21
"879","IM","IM","GO:0048711","positive regulation of astrocyte differentiation","5/743","13/18670",9.70868613447117e-05,0.00173028826197266,0.0013798372427115,"3398/274/5270/27339/3280",5
"880","IM","IM","GO:1902369","negative regulation of RNA catabolic process","10/743","59/18670",0.000100653322981002,0.00178748879960588,0.00142545243519941,"81892/3184/3183/10492/3192/10949/170506/1660/8531/1736",10
"881","IM","IM","GO:0006289","nucleotide-excision repair","14/743","109/18670",0.000106967097968508,0.00189290186087028,0.00150951523039807,"7314/5435/27339/5432/5434/10920/7316/5438/5437/4913/1642/5431/142/5111",14
"882","IM","IM","GO:0009895","negative regulation of catabolic process","27/743","308/18670",0.000110694162301926,0.00195195903101425,0.00155661101472761,"54922/341/3326/81892/54541/10459/5245/55353/3184/5270/7076/11315/3183/10492/6449/3192/302/6625/10949/170506/7917/4085/1660/1457/6599/8531/1736",27
"883","IM","IM","GO:0060765","regulation of androgen receptor signaling pathway","7/743","29/18670",0.000111395231969733,0.00195742919896289,0.00156097325980856,"6422/8928/5245/11315/1655/6597/8896",7
"884","IM","IM","GO:0072655","establishment of protein localization to mitochondrion","16/743","137/18670",0.000112188281612359,0.00196447172837305,0.00156658940168307,"3329/3320/10055/7531/80273/9141/92609/26517/10452/3301/23203/10469/10971/808/9804/3308",16
"885","IM","IM","GO:0001890","placenta development","17/743","152/18670",0.000118895939626246,0.002074672005743,0.00165446981456804,"1515/3326/4188/682/10155/9421/2624/1508/3280/3880/51493/6647/26528/1028/10935/5764/3856",17
"886","IM","IM","GO:0035019","somatic stem cell population maintenance","11/743","72/18670",0.000121475055913587,0.00211231625005292,0.0016844896276906,"79727/6422/55211/2624/5435/5432/5434/3280/5438/5437/5431",11
"887","IM","IM","GO:0042769","DNA damage response, detection of DNA damage","8/743","39/18670",0.000124573284796233,0.00214385914178535,0.00170964385066706,"7314/64965/3301/7316/64949/1642/142/5111",8
"888","IM","IM","GO:0048713","regulation of oligodendrocyte differentiation","8/743","39/18670",0.000124573284796233,0.00214385914178535,0.00170964385066706,"4192/3398/26022/3066/10419/3280/1499/5764",8
"889","IM","IM","GO:2000816","negative regulation of mitotic sister chromatid separation","8/743","39/18670",0.000124573284796233,0.00214385914178535,0.00170964385066706,"10459/51143/891/9232/4085/9212/991/1063",8
"890","IM","IM","GO:0006144","purine nucleobase metabolic process","6/743","21/18670",0.000126460494892647,0.00216148176935965,0.00172369720719491,"10606/25902/23028/2618/8833/4522",6
"891","IM","IM","GO:0048026","positive regulation of mRNA splicing, via spliceosome","6/743","21/18670",0.000126460494892647,0.00216148176935965,0.00172369720719491,"27339/6625/26528/6434/29896/27316",6
"892","IM","IM","GO:0006406","mRNA export from nucleus","14/743","111/18670",0.000130363907376413,0.00221309304454603,0.00176485518139558,"9939/1984/3181/9775/4116/10189/9688/3087/51692/9295/55110/11338/6432/10921",14
"893","IM","IM","GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","14/743","111/18670",0.000130363907376413,0.00221309304454603,0.00176485518139558,"9939/1984/3181/9775/4116/10189/9688/3087/51692/9295/55110/11338/6432/10921",14
"894","IM","IM","GO:0001824","blastocyst development","13/743","98/18670",0.000134290817320725,0.00226764792983458,0.0018083605695713,"80312/824/4678/9421/5704/5702/27339/54663/10436/51639/84295/86/57820",13
"895","IM","IM","GO:1903902","positive regulation of viral life cycle","10/743","61/18670",0.000134483114049695,0.00226764792983458,0.0018083605695713,"5034/5479/51495/10465/302/3838/9218/1642/64710/9126",10
"896","IM","IM","GO:0043489","RNA stabilization","9/743","50/18670",0.000138046244317392,0.00231991809242114,0.00185004398071419,"3184/3183/10492/3192/10949/170506/1660/8531/1736",9
"897","IM","IM","GO:0006090","pyruvate metabolic process","17/743","154/18670",0.000139658165406087,0.00233915749951064,0.00186538665569686,"6566/2023/682/54541/2739/3939/3692/7416/5223/7167/3945/351/5162/5214/9688/5230/5160",17
"898","IM","IM","GO:0051817","modification of morphology or physiology of other organism involved in symbiotic interaction","14/743","112/18670",0.000143638801816212,0.00239781039831864,0.00191216004944108,"348/801/805/5702/5479/10910/6597/302/3838/3837/808/9218/64710/9126",14
"899","IM","IM","GO:0019081","viral translation","5/743","14/18670",0.000146085757481064,0.00241451311374643,0.00192547981199637,"6741/8662/5725/1660/8661",5
"900","IM","IM","GO:0090069","regulation of ribosome biogenesis","5/743","14/18670",0.000146085757481064,0.00241451311374643,0.00192547981199637,"114049/51504/84128/23160/115416",5
"901","IM","IM","GO:0090151","establishment of protein localization to mitochondrial membrane","5/743","14/18670",0.000146085757481064,0.00241451311374643,0.00192547981199637,"3320/9141/26517/808/3308",5
"902","IM","IM","GO:0006734","NADH metabolic process","8/743","40/18670",0.000150341034259711,0.00246855049040207,0.00196857250726952,"2023/5223/7167/5214/4191/7415/5230/4190",8
"903","IM","IM","GO:1905819","negative regulation of chromosome separation","8/743","40/18670",0.000150341034259711,0.00246855049040207,0.00196857250726952,"10459/51143/891/9232/4085/9212/991/1063",8
"904","IM","IM","GO:0007051","spindle organization","18/743","170/18670",0.000153345081694748,0.00250964761152711,0.00200134585466072,"5901/10769/5518/203068/3925/7415/3192/891/28989/3837/8766/4605/57405/9212/7430/991/1778/9126",18
"905","IM","IM","GO:0070585","protein localization to mitochondrion","16/743","141/18670",0.000157637847965124,0.00257149948732685,0.00205067030749076,"3329/3320/10055/7531/80273/9141/92609/26517/10452/3301/23203/10469/10971/808/9804/3308",16
"906","IM","IM","GO:0002429","immune response-activating cell surface receptor signaling pathway","36/743","473/18670",0.000161522942347393,0.00262203779015146,0.00209097262818115,"3326/975/7070/5621/5819/974/5689/3320/5694/5695/5704/5702/5690/5691/5693/5709/5685/5710/6500/5713/5706/10213/5719/5714/5686/7334/5684/5683/5718/5700/7917/3384/5708/9861/7430/5707",36
"907","IM","IM","GO:0007566","embryo implantation","9/743","51/18670",0.000161783082499361,0.00262203779015146,0.00209097262818115,"2192/4313/2013/682/10155/2288/7076/708/6647",9
"908","IM","IM","GO:0043393","regulation of protein binding","21/743","217/18670",0.000162670193140569,0.00262304564331032,0.00209177635167298,"5792/3326/348/10763/3397/10856/5901/10769/23129/11315/3925/23028/351/9618/1965/94056/7009/302/2280/3309/9212",21
"909","IM","IM","GO:0006352","DNA-templated transcription, initiation","23/743","249/18670",0.000162892810517075,0.00262304564331032,0.00209177635167298,"595/8463/7004/10155/2063/6925/5704/79101/5435/5702/5432/5434/5706/5438/6597/5437/891/29959/6879/170506/3146/1499/5431",23
"910","IM","IM","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","6/743","22/18670",0.0001680612289073,0.00268041603301834,0.00213752699455011,"23246/23016/11340/23481/6227/79033",6
"911","IM","IM","GO:0000469","cleavage involved in rRNA processing","6/743","22/18670",0.0001680612289073,0.00268041603301834,0.00213752699455011,"23246/23016/11340/6227/79033/28987",6
"912","IM","IM","GO:0032069","regulation of nuclease activity","6/743","22/18670",0.0001680612289073,0.00268041603301834,0.00213752699455011,"4869/7009/7013/3146/3148/5111",6
"913","IM","IM","GO:0019827","stem cell population maintenance","17/743","157/18670",0.00017674199348897,0.00280991715362781,0.00224079907534554,"79727/6422/80312/55211/2624/26354/5435/5432/5434/3280/5438/5437/81603/1499/5431/5764/9126",17
"914","IM","IM","GO:0006458","'de novo' protein folding","8/743","41/18670",0.000180342425085778,0.00285808501528347,0.00227921106187688,"3329/3336/10576/3313/10728/2280/3312/3309",8
"915","IM","IM","GO:0009142","nucleoside triphosphate biosynthetic process","19/743","188/18670",0.000187840962225325,0.00296753166821586,0.00236649048873612,"2023/54541/3939/4830/3692/5223/506/7167/351/5214/7415/521/9688/498/5230/3615/509/515/142",19
"916","IM","IM","GO:0098727","maintenance of cell number","17/743","159/18670",0.000205996211616725,0.00324411643954892,0.00258705603069796,"79727/6422/80312/55211/2624/26354/5435/5432/5434/3280/5438/5437/81603/1499/5431/5764/9126",17
"917","IM","IM","GO:0042559","pteridine-containing compound biosynthetic process","5/743","15/18670",0.000211970572519637,0.00332773864319229,0.00265374146886488,"471/25902/2618/5805/4522",5
"918","IM","IM","GO:0033048","negative regulation of mitotic sister chromatid segregation","8/743","42/18670",0.000215093177999653,0.00336620823569457,0.00268441946490356,"10459/51143/891/9232/4085/9212/991/1063",8
"919","IM","IM","GO:0007059","chromosome segregation","27/743","321/18670",0.000218111088480736,0.00340280476981784,0.00271360377011285,"10459/5901/5518/51143/91272/11243/56271/3192/891/28989/3837/7013/8766/7917/9232/57405/4085/1499/7329/1457/9212/57820/991/1778/6421/9126/1063",27
"920","IM","IM","GO:0006754","ATP biosynthetic process","17/743","160/18670",0.00022214345943681,0.00345495169211038,0.00275518890193938,"2023/54541/3939/3692/5223/506/7167/351/5214/7415/521/9688/498/5230/509/515/142",17
"921","IM","IM","GO:0051983","regulation of chromosome segregation","13/743","103/18670",0.000222990981309262,0.00345739577212626,0.0027571379601999,"10459/51143/3192/891/9232/4085/1499/1457/9212/991/1778/6421/1063",13
"922","IM","IM","GO:0032481","positive regulation of type I interferon production","11/743","77/18670",0.000224299482681179,0.00346695002860292,0.0027647571062131,"3329/2547/5435/5434/7520/5437/170506/3146/1499/1660/3148",11
"923","IM","IM","GO:0048562","embryonic organ morphogenesis","25/743","288/18670",0.000228291515574188,0.00350700585888201,0.00279670006486429,"8928/286204/3398/2260/8463/4188/2201/64220/9421/2624/3212/3215/9645/9775/6169/25902/55636/3280/6647/55112/11078/3216/27173/4522/1499",25
"924","IM","IM","GO:0071824","protein-DNA complex subunit organization","25/743","288/18670",0.000228291515574188,0.00350700585888201,0.00279670006486429,"4869/201161/7314/4678/6925/4609/8607/5704/5702/4676/5706/7316/6597/6879/7013/3146/4176/1642/81611/6599/11198/6418/142/3148/1063",25
"925","IM","IM","GO:0030901","midbrain development","12/743","90/18670",0.000229448142908497,0.00351399480026224,0.00280227347237997,"6422/2260/1152/801/7531/805/3280/10971/808/1499/3309/515",12
"926","IM","IM","GO:0071806","protein transmembrane transport","10/743","65/18670",0.000231379138939854,0.00353276441405728,0.00281724150557704,"3329/80273/92609/26517/10452/23480/10469/9804/3312/3309",10
"927","IM","IM","GO:0003158","endothelium development","15/743","132/18670",0.00024655249250219,0.00375299356368075,0.00299286564246779,"388/3791/1003/80781/3397/3215/93/4301/5962/302/1460/1499/7430/694/5764",15
"928","IM","IM","GO:1903313","positive regulation of mRNA metabolic process","11/743","78/18670",0.000251896100902688,0.00382271416157776,0.00304846509354002,"131405/3184/27339/891/6625/170506/26528/6434/29896/27316/10236",11
"929","IM","IM","GO:0000413","protein peptidyl-prolyl isomerization","8/743","43/18670",0.000255148700131151,0.00384874906703856,0.00306922691280148,"60681/2288/5479/2287/10465/2280/23770/51303",8
"930","IM","IM","GO:0021762","substantia nigra development","8/743","43/18670",0.000255148700131151,0.00384874906703856,0.00306922691280148,"1152/801/7531/805/10971/808/3309/515",8
"931","IM","IM","GO:0006446","regulation of translational initiation","11/743","79/18670",0.000282304734052951,0.00424559191632786,0.00338569357040271,"4869/8662/1978/8872/1965/1653/1983/10657/7458/1974/9669",11
"932","IM","IM","GO:0007006","mitochondrial membrane organization","15/743","134/18670",0.000290817429209192,0.00436052001640609,0.0034773442370617,"3320/7531/506/9141/92609/26517/521/400916/498/10971/808/9804/3308/509/515",15
"933","IM","IM","GO:0072524","pyridine-containing compound metabolic process","19/743","195/18670",0.000300651489968126,0.00448789718574204,0.00357892254975309,"29968/2023/54541/3939/3692/5223/7167/3945/7086/351/5162/5214/4191/7415/51071/9688/5230/5160/4190",19
"934","IM","IM","GO:0033046","negative regulation of sister chromatid segregation","8/743","44/18670",0.000301104923005057,0.00448789718574204,0.00357892254975309,"10459/51143/891/9232/4085/9212/991/1063",8
"935","IM","IM","GO:0033045","regulation of sister chromatid segregation","11/743","80/18670",0.000315749586654228,0.00469220750731269,0.00374185204362375,"10459/51143/3192/891/9232/4085/1499/9212/991/6421/1063",11
"936","IM","IM","GO:2001242","regulation of intrinsic apoptotic signaling pathway","17/743","165/18670",0.000320493828134236,0.00471456749611711,0.00375968326052386,"2023/10131/7314/3190/11315/26155/5034/23028/4282/3301/6647/7009/83596/10134/8531/6421/142",17
"937","IM","IM","GO:0007094","mitotic spindle assembly checkpoint","7/743","34/18670",0.000322902685936136,0.00471456749611711,0.00375968326052386,"10459/51143/891/4085/9212/991/1063",7
"938","IM","IM","GO:0031577","spindle checkpoint","7/743","34/18670",0.000322902685936136,0.00471456749611711,0.00375968326052386,"10459/51143/891/4085/9212/991/1063",7
"939","IM","IM","GO:0033120","positive regulation of RNA splicing","7/743","34/18670",0.000322902685936136,0.00471456749611711,0.00375968326052386,"27339/6625/26528/11338/6434/29896/27316",7
"940","IM","IM","GO:0071173","spindle assembly checkpoint","7/743","34/18670",0.000322902685936136,0.00471456749611711,0.00375968326052386,"10459/51143/891/4085/9212/991/1063",7
"941","IM","IM","GO:0071174","mitotic spindle checkpoint","7/743","34/18670",0.000322902685936136,0.00471456749611711,0.00375968326052386,"10459/51143/891/4085/9212/991/1063",7
"942","IM","IM","GO:0010811","positive regulation of cell-substrate adhesion","14/743","121/18670",0.000325798318586587,0.00474301738221403,0.00378237093242813,"4192/6422/3791/2199/2013/7070/151887/6281/5881/402/708/11078/51144/5764",14
"943","IM","IM","GO:0034249","negative regulation of cellular amide metabolic process","21/743","229/18670",0.000340428491335304,0.00494164024523826,0.00394076490046115,"79727/8507/348/274/5621/4691/131405/3692/3184/9775/1978/10492/3609/1965/8087/6625/170506/28998/115416/10236/10658",21
"944","IM","IM","GO:0051985","negative regulation of chromosome segregation","8/743","45/18670",0.000353598999102158,0.00511798782515494,0.00408139520107572,"10459/51143/891/9232/4085/9212/991/1063",8
"945","IM","IM","GO:0019079","viral genome replication","14/743","122/18670",0.000354848894081281,0.00512127741083301,0.00408401851704651,"10410/10155/5479/10581/1655/51495/7415/3609/10465/9218/684/10542/1642/64710",14
"946","IM","IM","GO:0006338","chromatin remodeling","18/743","182/18670",0.000358064145824782,0.00515283115600721,0.00410918139521846,"4869/201161/10856/4678/3066/4609/8607/3183/3149/55636/11164/6597/3146/86/1499/81611/6599/3148",18
